timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-09T12:43:15,codecarbon,77398478-256d-441f-b0c4-d32a4776b162,171.04942297935486,0.0007367490388735254,4.307229022119816e-06,42.5,0.0,3.0,0.0020193233779735036,0,0.0001425369801123937,0.0021618603580858976,Italy,ITA,apulia,,,macOS-13.4.1-arm64-arm-64bit,3.11.5,2.3.2,8,Apple M2,,,16.8547,41.1122,8.0,machine,N,1.0
