timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-09T12:00:02,codecarbon,1c5ac635-336a-4346-98ce-d1256db8644e,6.728345155715942,2.897925978259027e-05,4.30704119838018e-06,42.5,0.0,3.0,7.942859315209919e-05,0,5.605943202972412e-06,8.50345363550716e-05,Italy,ITA,apulia,,,macOS-13.4.1-arm64-arm-64bit,3.11.5,2.3.2,8,Apple M2,,,16.8547,41.1122,8.0,machine,N,1.0
2023-12-09T12:40:36,codecarbon,e29cc543-e863-4aa2-90d8-aad53de3f904,6.811447858810425,2.9337612508467435e-05,4.30710373426995e-06,42.5,0.0,3.0,8.041063778930241e-05,0,5.675421555836995e-06,8.60860593451394e-05,Italy,ITA,apulia,,,macOS-13.4.1-arm64-arm-64bit,3.11.5,2.3.2,8,Apple M2,,,16.8547,41.1122,8.0,machine,N,1.0
2023-12-30T10:53:29,codecarbon,29b73141-e5a3-4c19-bbdd-47ea74f0cc27,7.58629298210144,3.267502621407509e-05,4.307113670822656e-06,42.5,0.0,3.0,8.955795731809404e-05,0,6.321155031522114e-06,9.587911234961615e-05,Italy,ITA,apulia,,,macOS-13.4.1-arm64-arm-64bit,3.11.6,2.3.2,8,Apple M2,,,17.2436,40.4617,8.0,machine,N,1.0
