,0,1,2
0,-1.1735537190082643,-0.19497334348819498,0.7162880618656357
1,-1.008264462809917,0.44935262757044936,0.41420976317061386
2,-0.8760330578512394,0.7006854531607006,0.10246495891735126
3,-0.7768595041322311,-0.22543792840822544,-0.15321411309811514
4,-0.7190082644628097,-0.08682406702208682,-0.31222812953117457
5,-0.6942148760330576,0.027418126428027417,-0.3784436926051232
6,-0.6859504132231403,-0.26351865955826353,-0.39246012566457217
7,-0.7355371900826444,-0.44478293983244477,-0.27887868535524424
8,-0.8347107438016527,-0.4676313785224676,0.26534557757370725
9,-1.1570247933884295,-0.261995430312262,1.6002899951667477
10,-0.9917355371900823,0.37623762376237624,1.1010149830836158
11,-0.8595041322314048,0.6428027418126429,0.6979217013049785
12,-0.7603305785123965,-0.26351865955826353,0.26389560173997106
13,-0.702479338842975,-0.08073115003808073,-0.023199613339777523
14,-0.6694214876033056,0.04722010662604722,-0.21121314644755912
15,-0.6528925619834709,0.7783701447067783,-0.333494441759304
16,-0.6942148760330576,-0.4204112718964204,-0.30352827452875797
17,-0.7851239669421485,0.3670982482863671,0.1522474625422909
18,-0.9917355371900823,-0.43412033511043413,1.556307394876752
19,-0.8429752066115701,-0.4676313785224676,1.1092315128081198
20,-0.7272727272727271,-0.4676313785224676,0.834219429676172
21,-0.6446280991735536,-0.4676313785224676,0.6399226679555342
22,-0.6033057851239668,-0.38994668697638996,0.5901401643305946
23,-0.5950413223140495,-0.42345773038842344,0.6607056549057514
24,-0.6198347107438015,-0.4676313785224676,0.829386176897052
25,-0.6859504132231403,-0.4676313785224676,1.1101981633639444
26,-0.7603305785123965,-0.4676313785224676,1.3194780086998554
27,-1.0661157024793386,-0.3274942878903275,0.8849685838569356
28,-0.9586776859504129,0.25894897182025894,0.675205413243113
29,-0.8760330578512394,-0.22086824067022087,0.4026099565007253
30,-0.8264462809917353,0.693069306930693,0.15369743837602706
31,-0.7851239669421485,-0.10357958872810358,-0.06331561140647668
32,-0.7685950413223138,0.7783701447067783,-0.18656355727404542
33,-0.7685950413223138,-0.2863670982482864,-0.24021266312228126
34,-0.8016528925619834,-0.3594821020563595,-0.2025132914451425
35,-0.9008264462809915,0.3686214775323686,0.18463025616239734
36,-1.0578512396694213,-0.4676313785224676,1.2131464475592075
37,-1.0247933884297518,-0.4676313785224676,1.229579507008217
38,-1.0578512396694213,-0.4676313785224676,1.4030932817786377
39,-1.0909090909090906,-0.4676313785224676,1.4306428226196233
40,-1.0826446280991733,-0.4676313785224676,1.3122281295311746
41,-1.0661157024793386,-0.4676313785224676,1.2585790236829386
42,-1.0826446280991733,-0.4676313785224676,1.261478975350411
43,-1.1157024793388426,-0.4676313785224676,1.244079265345578
44,-1.1570247933884295,-0.4676313785224676,1.192846785886902
45,-1.4132231404958675,-0.4676313785224676,0.30546157564040605
46,-1.4132231404958675,-0.4676313785224676,0.2764620589656839
47,-1.4214876033057848,-0.4676313785224676,0.24601256645722555
48,-1.4297520661157022,-0.4676313785224676,0.21459642339294335
49,-1.4380165289256195,-0.3686214775323686,0.19719671338811015
50,-1.446280991735537,-0.4676313785224676,0.19139681005316583
51,-1.4545454545454541,-0.4676313785224676,0.1855969067182212
52,-1.4628099173553717,-0.4676313785224676,0.192846785886902
53,-1.487603305785124,-0.27265803503427266,0.23731271145480895
54,-1.5123966942148757,-0.4676313785224676,0.2880618656355728
55,-1.7107438016528922,-0.4676313785224676,0.6679555340744322
56,-1.7024793388429749,-0.4676313785224676,0.6152730787820202
57,-1.6942148760330578,-0.4676313785224676,0.5751570807153215
58,-1.6859504132231402,-0.4676313785224676,0.5403576607056549
59,-1.6776859504132227,-0.4676313785224676,0.49299178347027534
60,-1.6776859504132227,-0.4676313785224676,0.4697921701304982
61,-1.6694214876033056,-0.4676313785224676,0.4088931851135815
62,-1.6694214876033056,-0.4676313785224676,0.38134364427259587
63,-1.6694214876033056,-0.4676313785224676,0.377477042049299
64,-1.6694214876033056,-0.38385376999238385,0.37264378927017894
65,-1.5702479338842974,-0.4676313785224676,0.21652972450459146
66,-1.4710743801652888,0.5026656511805027,0.004833252779120417
67,-1.4049586776859502,-0.4676313785224676,-0.15128081198646703
68,-1.3719008264462806,-0.44325971058644326,-0.2054132431126148
69,-1.3471074380165284,-0.4676313785224676,-0.22474625422909614
70,-1.3305785123966938,-0.3457730388423458,-0.2411793136781055
71,-1.3305785123966938,-0.4676313785224676,-0.22474625422909614
72,-1.3471074380165284,-0.4676313785224676,-0.17448042532624455
73,-1.3966942148760328,-0.4676313785224676,-0.0531657805703239
74,-1.4628099173553717,-0.4676313785224676,0.11454809086515214
75,-1.3884297520661153,-0.4676313785224676,0.10004833252779123
76,-1.3057851239669418,-0.4676313785224676,-0.10971483808603207
77,-1.2727272727272725,-0.4676313785224676,-0.25519574673755446
78,-1.264462809917355,-0.4584920030464585,-0.3204446592556792
79,-1.2561983471074378,-0.4676313785224676,-0.3639439342677623
80,-1.2561983471074378,-0.4204112718964204,-0.3866602223296279
81,-1.2561983471074378,-0.4676313785224676,-0.39874335427742874
82,-1.2727272727272725,-0.4676313785224676,-0.35669405509908186
