,GHI
22496,748
22497,864
22498,921
22499,920
22500,856
22501,746
22502,590
22503,27
22504,224
22505,22
22516,5
22517,97
22518,332
22519,585
22520,730
22521,675
22522,879
22523,204
22524,68
22525,62
22526,107
22527,188
22528,232
22529,69
22540,66
22541,230
22542,416
22543,592
22544,738
22545,842
22546,670
22547,502
22548,601
22549,710
22550,562
22551,387
22552,208
22553,54
22564,65
22565,225
22566,406
22567,579
22568,724
22569,838
22570,889
22571,678
22572,826
22573,720
22574,575
22575,404
22576,224
22577,63
22588,62
22589,221
22590,402
22591,576
22592,724
22593,852
22594,907
22595,906
22596,843
22597,737
22598,589
22599,414
22600,230
22601,65
22612,69
22613,108
22614,426
22615,603
22616,615
22617,862
22618,919
22619,918
22620,861
22621,753
22622,603
22623,424
22624,233
22625,63
22636,58
22637,216
22638,398
22639,569
22640,710
22641,814
22642,860
22643,854
22644,805
22645,543
22646,549
22647,379
22648,16
22649,5
22660,51
22661,95
22662,231
22663,585
22664,736
22665,846
22666,898
22667,891
22668,833
22669,583
22670,576
22671,400
22672,215
22673,55
22684,61
22685,228
22686,416
22687,593
22688,742
22689,851
22690,754
22691,908
22692,854
22693,746
22694,595
22695,415
22696,226
22697,58
22708,61
22709,98
22710,421
22711,602
22712,602
22713,701
22714,918
22715,756
22716,634
22717,605
22718,580
22719,401
22720,214
22721,52
22732,57
22733,222
22734,411
22735,591
22736,742
22737,851
22738,907
22739,904
22740,846
22741,736
22742,582
22743,401
22744,213
22745,49
22756,55
22757,220
22758,409
22759,589
22760,741
22761,844
22762,899
22763,899
22764,838
22765,728
22766,573
22767,392
22768,202
22769,44
22780,51
22781,211
22782,398
22783,576
22784,724
22785,835
22786,891
22787,379
22788,829
22789,645
22790,508
22791,259
22792,172
22793,39
22804,42
22805,197
22806,380
22807,556
22808,568
22809,666
22810,877
22811,876
22812,817
22813,709
22814,559
22815,381
22816,197
22817,41
22828,50
22829,214
22830,403
22831,583
22832,734
22833,843
22834,731
22835,730
22836,672
22837,574
22838,573
22839,394
22840,205
22841,43
22852,54
22853,225
22854,417
22855,600
22856,750
22857,858
22858,912
22859,907
22860,848
22861,735
22862,579
22863,395
22864,204
22865,40
22876,46
22877,207
22878,394
22879,572
22880,721
22881,834
22882,887
22883,885
22884,654
22885,561
22886,443
22887,380
22888,192
22889,35
22900,43
22901,205
22902,394
22903,574
22904,724
22905,835
22906,887
22907,883
22908,824
22909,713
22910,558
22911,375
22912,187
22913,31
22924,28
22925,116
22926,236
22927,66
22928,42
22929,62
22930,70
22931,855
22932,795
22933,684
22934,526
22935,345
22936,164
22937,21
22948,9
22949,44
22950,286
22951,550
22952,702
22953,675
22954,883
22955,884
22956,826
22957,716
22958,565
22959,383
22960,192
22961,31
22972,41
22973,206
22974,398
22975,580
22976,731
22977,652
22978,887
22979,881
22980,816
22981,698
22982,541
22983,360
22984,173
22985,24
22996,39
22997,204
22998,272
22999,578
23000,553
23001,834
23002,888
23003,712
23004,674
23005,632
23006,551
23007,247
23008,118
23009,27
23020,38
23021,203
23022,394
23023,577
23024,729
23025,837
23026,890
23027,887
23028,824
23029,711
23030,555
23031,371
23032,180
23033,24
23044,36
23045,198
23046,389
23047,571
23048,722
23049,831
23050,885
23051,881
23052,818
23053,703
23054,547
23055,363
23056,172
23057,21
23068,34
23069,195
23070,387
23071,568
23072,718
23073,826
23074,879
23075,873
23076,812
23077,697
23078,539
23079,355
23080,166
23081,18
23092,31
23093,189
23094,378
23095,558
23096,709
23097,816
23098,872
23099,867
23100,802
23101,687
23102,531
23103,348
23104,160
23105,15
23116,27
23117,181
23118,368
23119,546
23120,520
23121,613
23122,661
23123,657
23124,601
23125,527
23126,505
23127,327
23128,147
23129,12
23140,20
23141,163
23142,230
23143,379
23144,527
23145,658
23146,725
23147,564
23148,576
23149,637
23150,399
23151,190
23152,16
23153,7
23164,18
23165,160
23166,339
23167,513
23168,658
23169,758
23170,808
23171,801
23172,736
23173,624
23174,330
23175,28
23176,8
23177,5
23188,15
23189,155
23190,334
23191,508
23192,655
23193,769
23194,820
23195,813
23196,570
23197,514
23198,219
23199,58
23200,29
23212,16
23213,157
23214,337
23215,513
23216,661
23217,774
23218,824
23219,818
23220,742
23221,627
23222,474
23223,296
23224,28
23236,15
23237,157
23238,338
23239,415
23240,665
23241,640
23242,827
23243,822
23244,759
23245,644
23246,488
23247,308
23248,127
23260,15
23261,159
23262,343
23263,522
23264,669
23265,785
23266,838
23267,832
23268,762
23269,645
23270,485
23271,302
23272,121
23284,15
23285,156
23286,339
23287,516
23288,664
23289,644
23290,806
23291,798
23292,615
23293,502
23294,80
23295,232
23296,81
23308,2
23309,11
23310,93
23311,385
23312,402
23313,462
23314,551
23315,571
23316,524
23317,250
23318,244
23319,35
23320,16
23332,2
23333,10
23334,118
23335,499
23336,646
23337,734
23338,786
23339,779
23340,712
23341,598
23342,413
23343,147
23344,21
23356,6
23357,111
23358,303
23359,370
23360,533
23361,663
23362,684
23363,757
23364,687
23365,185
23366,126
23367,152
23368,43
23380,1
23381,10
23382,66
23383,70
23384,54
23385,195
23386,118
23387,88
23388,469
23389,39
23390,62
23391,14
23392,6
23404,5
23405,130
23406,304
23407,474
23408,618
23409,709
23410,757
23411,608
23412,81
23413,37
23414,344
23415,87
23416,18
23428,6
23429,78
23430,217
23431,474
23432,615
23433,734
23434,781
23435,772
23436,712
23437,596
23438,439
23439,260
23440,88
23453,134
23454,313
23455,486
23456,631
23457,735
23458,787
23459,779
23460,711
23461,595
23462,438
23463,258
23464,86
23477,125
23478,159
23479,476
23480,623
23481,733
23482,667
23483,556
23484,509
23485,590
23486,366
23487,227
23488,20
23501,124
23502,234
23503,233
23504,402
23505,717
23506,650
23507,60
23508,50
23509,442
23510,343
23511,90
23512,74
23525,135
23526,323
23527,507
23528,661
23529,769
23530,822
23531,810
23532,736
23533,464
23534,315
23535,67
23536,15
23549,6
23550,15
23551,280
23552,547
23553,676
23554,513
23555,390
23556,533
23557,247
23558,446
23559,258
23560,78
23573,131
23574,250
23575,437
23576,527
23577,653
23578,625
23579,618
23580,632
23581,483
23582,370
23583,154
23584,25
23597,49
23598,226
23599,252
23600,459
23601,635
23602,649
23603,627
23604,661
23605,543
23606,388
23607,214
23608,53
23621,110
23622,283
23623,457
23624,604
23625,704
23626,754
23627,747
23628,677
23629,430
23630,312
23631,220
23632,55
23645,119
23646,222
23647,478
23648,496
23649,730
23650,780
23651,772
23652,708
23653,587
23654,423
23655,238
23656,63
23669,122
23670,307
23671,489
23672,500
23673,592
23674,795
23675,786
23676,716
23677,593
23678,429
23679,241
23680,63
23693,120
23694,304
23695,482
23696,629
23697,719
23698,766
23699,755
23700,684
23701,562
23702,401
23703,218
23704,50
23717,116
23718,250
23719,413
23720,541
23721,638
23722,673
23723,645
23724,587
23725,472
23726,369
23727,151
23728,31
23741,109
23742,289
23743,465
23744,612
23745,718
23746,762
23747,748
23748,664
23749,540
23750,379
23751,200
23752,40
23765,103
23766,278
23767,451
23768,596
23769,696
23770,742
23771,729
23772,655
23773,530
23774,368
23775,190
23776,33
23789,94
23790,20
23791,35
23792,36
23793,46
23794,51
23795,402
23796,546
23797,396
23798,296
23799,102
23800,21
23813,91
23814,195
23815,358
23816,494
23817,724
23818,777
23819,769
23820,506
23821,402
23822,410
23823,218
23824,41
23837,111
23838,299
23839,479
23840,629
23841,732
23842,780
23843,765
23844,692
23845,564
23846,395
23847,205
23848,35
23861,93
23862,195
23863,436
23864,455
23865,681
23866,721
23867,704
23868,637
23869,384
23870,258
23871,64
23872,12
23885,6
23886,38
23887,216
23888,585
23889,548
23890,731
23891,624
23892,489
23893,419
23894,256
23895,134
23896,19
23909,89
23910,20
23911,35
23912,50
23913,693
23914,734
23915,597
23916,643
23917,519
23918,358
23919,178
23920,23
23933,89
23934,185
23935,441
23936,586
23937,687
23938,730
23939,712
23940,638
23941,380
23942,201
23943,79
23944,8
23957,86
23958,145
23959,292
23960,461
23961,552
23962,622
23963,567
23964,520
23965,444
23966,293
23967,154
23968,9
23981,91
23982,271
23983,296
23984,595
23985,697
23986,742
23987,724
23988,651
23989,525
23990,358
23991,173
23992,17
24005,85
24006,260
24007,435
24008,444
24009,680
24010,723
24011,707
24012,633
24013,508
24014,343
24015,160
24016,13
24029,80
24030,254
24031,427
24032,572
24033,673
24034,716
24035,700
24036,623
24037,496
24038,331
24039,151
24040,10
24053,83
24054,263
24055,442
24056,591
24057,690
24058,733
24059,713
24060,635
24061,504
24062,336
24063,152
24077,75
24078,249
24079,424
24080,571
24081,671
24082,713
24083,697
24084,618
24085,351
24086,210
24087,142
24101,76
24102,254
24103,432
24104,579
24105,677
24106,719
24107,581
24108,439
24109,483
24110,204
24111,129
24125,48
24126,176
24127,316
24128,289
24129,160
24130,63
24131,152
24132,159
24133,59
24134,13
24135,7
24149,62
24150,16
24151,31
24152,74
24153,488
24154,339
24155,216
24156,169
24157,235
24158,202
24159,136
24173,5
24174,160
24175,417
24176,557
24177,389
24178,389
24179,668
24180,281
24181,82
24182,200
24183,11
24197,66
24198,136
24199,414
24200,557
24201,471
24202,484
24203,672
24204,592
24205,462
24206,196
24207,59
24221,13
24222,11
24223,18
24224,51
24225,98
24226,89
24227,185
24228,171
24229,23
24230,44
24231,24
24245,63
24246,239
24247,416
24248,423
24249,505
24250,700
24251,531
24252,599
24253,467
24254,298
24255,116
24269,58
24270,134
24271,400
24272,540
24273,636
24274,523
24275,490
24276,413
24277,309
24278,165
24279,101
24293,45
24294,136
24295,369
24296,509
24297,614
24298,651
24299,630
24300,370
24301,226
24302,146
24303,94
24317,47
24318,15
24319,29
24320,400
24321,494
24322,657
24323,528
24324,398
24325,296
24326,181
24327,94
24341,52
24342,124
24343,398
24344,543
24345,639
24346,678
24347,657
24348,419
24349,444
24350,157
24351,98
24365,48
24366,118
24367,265
24368,389
24369,626
24370,665
24371,643
24372,563
24373,297
24374,147
24375,91
24389,46
24390,213
24391,268
24392,376
24393,624
24394,522
24395,521
24396,406
24397,286
24398,103
24399,86
24413,40
24414,198
24415,364
24416,502
24417,604
24418,641
24419,616
24420,394
24421,278
24422,136
24423,74
24437,3
24438,180
24439,26
24440,477
24441,449
24442,490
24443,587
24444,384
24445,271
24446,113
24447,65
24461,29
24462,177
24463,339
24464,377
24465,457
24466,491
24467,471
24468,316
24469,266
24470,146
24471,66
24485,32
24486,185
24487,238
24488,319
24489,580
24490,481
24491,483
24492,515
24493,387
24494,227
24495,65
24509,31
24510,181
24511,235
24512,348
24513,437
24514,608
24515,470
24516,376
24517,259
24518,221
24519,61
24533,30
24534,184
24535,228
24536,492
24537,587
24538,624
24539,484
24540,521
24541,391
24542,227
24543,61
24557,28
24558,180
24559,235
24560,487
24561,581
24562,618
24563,596
24564,515
24565,387
24566,104
24567,59
24581,27
24582,182
24583,51
24584,78
24585,396
24586,476
24587,592
24588,512
24589,384
24590,98
24591,56
24605,24
24606,173
24607,191
24608,340
24609,572
24610,608
24611,467
24612,355
24613,246
24614,93
24615,53
24629,24
24630,181
24631,202
24632,495
24633,584
24634,525
24635,484
24636,427
24637,308
24638,213
24639,49
24653,8
24654,147
24655,298
24656,326
24657,459
24658,572
24659,550
24660,474
24661,348
24662,191
24663,40
24677,18
24678,162
24679,328
24680,310
24681,555
24682,461
24683,446
24684,345
24685,229
24686,196
24687,40
24701,16
24702,159
24703,325
24704,465
24705,561
24706,467
24707,574
24708,493
24709,362
24710,199
24711,40
24725,16
24726,164
24727,209
24728,475
24729,569
24730,605
24731,578
24732,347
24733,363
24734,196
24735,37
24749,12
24750,144
24751,199
24752,311
24753,399
24754,445
24755,541
24756,325
24757,208
24758,179
24759,32
24773,9
24774,91
24775,207
24776,345
24777,438
24778,445
24779,423
24780,353
24781,154
24782,104
24783,18
24797,1
24798,9
24799,22
24800,166
24801,387
24802,413
24803,301
24804,277
24805,216
24806,164
24807,25
24822,9
24823,21
24824,170
24825,332
24826,394
24827,416
24828,159
24829,37
24830,12
24831,3
24846,121
24847,168
24848,292
24849,56
24850,332
24851,417
24852,314
24853,18
24854,53
24855,9
24870,6
24871,11
24872,18
24873,83
24874,297
24875,432
24876,282
24877,69
24878,58
24879,9
24894,125
24895,169
24896,429
24897,517
24898,550
24899,399
24900,313
24901,202
24902,163
24903,21
24918,8
24919,19
24920,289
24921,370
24922,404
24923,39
24924,263
24925,215
24926,78
24927,9
24942,7
24943,12
24944,30
24945,21
24946,24
24947,22
24948,49
24949,12
24950,7
24951,2
24966,44
24967,80
24968,184
24969,87
24970,110
24971,127
24972,274
24973,193
24974,27
24975,14
24990,124
24991,159
24992,274
24993,506
24994,533
24995,394
24996,211
24997,172
24998,9
24999,14
25014,7
25015,18
25016,29
25017,36
25018,238
25019,366
25020,238
25021,155
25022,127
25023,7
25038,105
25039,259
25040,395
25041,491
25042,526
25043,340
25044,122
25045,60
25046,95
25047,12
25062,59
25063,159
25064,263
25065,304
25066,413
25067,373
25068,167
25069,137
25070,131
25086,6
25087,11
25088,18
25089,23
25090,80
25091,23
25092,28
25093,69
25094,56
25110,52
25111,148
25112,303
25113,383
25114,251
25115,39
25116,30
25117,50
25118,21
25134,29
25135,72
25136,273
25137,451
25138,257
25139,396
25140,141
25141,85
25142,16
25158,59
25159,159
25160,269
25161,334
25162,373
25163,351
25164,182
25165,233
25166,102
25182,6
25183,11
25184,17
25185,145
25186,271
25187,108
25188,63
25189,25
25190,11
25206,6
25207,15
25208,236
25209,321
25210,295
25211,330
25212,240
25213,162
25214,69
25230,84
25231,108
25232,228
25233,460
25234,496
25235,475
25236,185
25237,114
25238,123
25254,24
25255,65
25256,125
25257,303
25258,306
25259,247
25260,136
25261,57
25262,14
25278,67
25279,113
25280,339
25281,300
25282,470
25283,448
25284,141
25285,129
25286,113
25302,79
25303,131
25304,285
25305,336
25306,387
25307,363
25308,266
25309,184
25310,58
25326,71
25327,213
25328,216
25329,427
25330,292
25331,263
25332,123
25333,17
25334,24
25350,70
25351,213
25352,214
25353,344
25354,309
25355,360
25356,295
25357,170
25358,53
25374,5
25375,9
25376,15
25377,20
25378,79
25379,21
25380,38
25381,11
25382,6
25398,5
25399,9
25400,15
25401,32
25402,19
25403,28
25404,45
25405,16
25406,14
25422,30
25423,113
25424,199
25425,254
25426,302
25427,288
25428,184
25429,93
25430,102
25446,24
25447,90
25448,115
25449,264
25450,357
25451,342
25452,262
25453,52
25454,20
25470,57
25471,155
25472,197
25473,416
25474,366
25475,275
25476,25
25477,9
25478,5
25494,56
25495,87
25496,223
25497,293
25498,298
25499,242
25500,176
25501,92
25502,77
25518,51
25519,189
25520,187
25521,407
25522,444
25523,426
25524,356
25525,241
25526,100
25542,51
25543,191
25544,190
25545,413
25546,308
25547,307
25548,217
25549,124
25550,101
25566,16
25567,70
25568,85
25569,155
25570,387
25571,295
25572,195
25573,16
25574,6
25590,14
25591,62
25592,79
25593,47
25594,21
25595,20
25596,25
25597,17
25598,9
25614,47
25615,191
25616,161
25617,216
25618,298
25619,313
25620,221
25621,130
25622,48
25638,4
25639,7
25640,14
25641,19
25642,17
25643,82
25644,25
25645,15
25646,6
25662,4
25663,9
25664,20
25665,19
25666,56
25667,19
25668,25
25669,10
25670,6
25686,36
25687,167
25688,166
25689,250
25690,299
25691,410
25692,196
25693,89
25694,93
25710,16
25711,84
25712,158
25713,244
25714,290
25715,298
25716,199
25717,234
25718,96
25734,34
25735,166
25736,171
25737,256
25738,287
25739,117
25740,42
25741,16
25742,13
25758,30
25759,85
25760,162
25761,222
25762,295
25763,257
25764,82
25765,15
25766,23
25782,4
25783,8
25784,20
25785,27
25786,17
25787,19
25788,45
25789,15
25790,6
25806,15
25807,92
25808,172
25809,251
25810,323
25811,260
25812,148
25813,42
25814,19
25830,30
25831,164
25832,151
25833,270
25834,139
25835,212
25836,156
25837,11
25838,6
25854,3
25855,10
25856,19
25857,27
25858,40
25859,127
25860,105
25861,85
25862,100
25878,28
25879,102
25880,215
25881,236
25882,294
25883,292
25884,202
25885,74
25886,27
25902,26
25903,156
25904,143
25905,218
25906,277
25907,413
25908,345
25909,79
25910,97
25926,24
25927,154
25928,140
25929,377
25930,422
25931,413
25932,186
25933,78
25934,99
25950,22
25951,86
25952,173
25953,14
25954,16
25955,34
25956,137
25957,45
25958,21
25974,3
25975,7
25976,21
25977,61
25978,62
25979,23
25980,15
25981,10
25982,40
25998,8
25999,62
26000,136
26001,219
26002,275
26003,283
26004,188
26005,106
26006,44
26022,3
26023,7
26024,12
26025,14
26026,19
26027,18
26028,47
26029,66
26030,29
26046,18
26047,7
26048,11
26049,16
26050,39
26051,266
26052,328
26053,119
26054,88
26070,18
26071,137
26072,179
26073,199
26074,18
26075,29
26076,14
26077,10
26078,7
26094,20
26095,149
26096,146
26097,27
26098,137
26099,254
26100,156
26101,93
26102,111
26118,19
26119,148
26120,281
26121,379
26122,428
26123,420
26124,359
26125,250
26126,111
26142,6
26143,146
26144,138
26145,381
26146,207
26147,250
26148,151
26149,119
26150,118
26166,2
26167,7
26168,34
26169,136
26170,315
26171,263
26172,166
26173,110
26174,113
26190,2
26191,15
26192,32
26193,26
26194,99
26195,31
26196,26
26197,17
26198,65
26214,2
26215,9
26216,18
26217,26
26218,31
26219,30
26220,25
26221,16
26222,7
26238,17
26239,9
26240,18
26241,27
26242,31
26243,207
26244,91
26245,81
26246,33
26262,18
26263,150
26264,290
26265,390
26266,281
26267,297
26268,375
26269,267
26270,126
