0,1,2,3
0.2314049586776862,0.0944402132520944,0.592073465442243,135
0.9338842975206614,0.6077684691546078,-1.2595456742387627,777
-0.1900826446280989,-0.1904036557501904,0.4586756887385211,255
-0.2066115702479338,-0.0106626047220106,1.6046399226679555,111
0.165289256198347,-0.198019801980198,0.5770903818269698,46
-0.2314049586776856,0.0548362528560548,1.1667472208796523,111
0.8512396694214879,0.7357197258187357,-1.2411793136781055,571
-0.56198347107438,-0.4676313785224676,1.425809569840503,5
-0.8595041322314048,-0.4676313785224676,0.6621556307394876,16
0.1074380165289259,0.0776846915460776,-0.6921217979700339,671
-0.3801652892561981,0.2574257425742574,0.2223296278395361,412
0.1487603305785127,-0.1416603198781416,-0.4175930401159981,398
0.8347107438016529,0.7707539984767707,-0.6196230062832287,881
-0.3140495867768592,0.7357197258187357,-0.0995650072498793,480
0.3057851239669423,0.8575780654988576,-0.3827936201063316,948
0.0495867768595042,-0.4676313785224676,1.5384243595940073,18
-0.9256198347107436,-0.4676313785224676,1.2010633156114068,8
-0.0909090909090907,0.2528560548362528,-0.0420492991783469,497
-0.9008264462809916,0.3686214775323686,0.1846302561623973,136
-0.4545454545454543,-0.2284843869002285,-0.4011599806669887,220
-0.4380165289256195,-0.4676313785224676,0.3803769937167713,2
-0.9090909090909088,0.035034272658035,0.7293378443692604,62
0.8512396694214879,0.357958872810358,-0.6718221362977284,271
-0.6942148760330576,-0.1233815689261233,-0.3910101498308364,586
0.7851239669421487,0.130997715156131,0.013533107781537,730
0.0578512396694217,-0.4676313785224676,0.3112614789753503,7
0.2561983471074381,0.2193450114242193,-0.6466892218463027,464
0.8677685950413222,-0.3503427265803503,-0.6457225712904785,502
0.6694214876033058,0.8194973343488196,-0.8801353310778155,939
-0.7685950413223138,-0.1523229246001523,1.193813436442726,54
0.0413223140495867,-0.0472201066260472,-0.9313678105364912,588
0.3140495867768598,-0.3427265803503427,1.2677622039632672,29
0.6611570247933883,0.6412795125666413,-0.9589173513774774,485
0.4958677685950413,-0.1249047981721249,0.1184146930884486,442
0.5206611570247937,0.2955064737242955,-0.8235862735621073,594
-0.6694214876033056,-0.4676313785224676,0.3286611889801839,15
-0.5537190082644626,0.3351104341203351,-0.1213146447559206,114
-0.7685950413223138,-0.46001523229246,0.2455292411793136,97
0.2148760330578513,-0.0929169840060929,-0.2440792653455774,334
-0.2975206611570246,0.2361005331302361,0.2590623489608507,348
-0.0165289256198343,0.8926123381568926,-0.7428709521507975,816
-0.7107438016528923,-0.1355674028941355,-0.2189463508941518,294
1.107438016528926,-0.0609291698400609,-1.3721604639922669,670
0.1983471074380166,-0.2787509520182787,-0.3373610439826002,389
-0.8429752066115701,-0.4676313785224676,1.2798453359110682,18
-0.5371900826446279,-0.392993145468393,0.7080715321411309,360
-1.0413223140495864,-0.4676313785224676,0.5132914451425808,15
-0.7768595041322311,-0.4676313785224676,1.1174480425326243,24
0.4132231404958677,-0.4676313785224676,0.1445142580956985,51
1.256198347107438,0.6854531607006854,-1.0488158530691158,823
0.3388429752066116,0.594059405940594,-0.2764620589656839,596
1.0495867768595042,0.1751713632901751,-1.1135814403093285,752
-0.4710743801652891,-0.4523990860624524,0.6964717254712424,122
0.553719008264463,0.5803503427265804,-0.3919768003866602,383
0.0,0.3259710586443259,-0.2083131947800871,448
-0.2066115702479338,0.8392993145468393,-0.3914934751087483,533
-0.1983471074380164,0.8225437928408226,0.1111648139197682,655
-0.0991735537190079,-0.4493526275704493,1.008216529724505,119
-0.8347107438016527,-0.4676313785224676,1.2286128564523924,26
-0.7768595041322311,-0.4082254379284082,0.1309811503141615,151
1.0495867768595042,0.7494287890327495,-0.8767520541324313,835
0.925619834710744,-0.4615384615384615,-0.7167713871435476,176
0.909090909090909,0.753998476770754,-0.3146447559207346,891
0.5371900826446281,0.3198781416603198,-0.7573707104881587,256
0.743801652892562,-0.3381568926123381,-0.6727887868535526,66
-0.3057851239669421,-0.1127189642041127,0.0140164330594489,287
-0.8099173553719007,0.2132520944402132,-0.0009666505558242,467
0.644628099173554,-0.4676313785224676,0.1527307878202028,28
1.206611570247934,0.1325209444021325,-1.3489608506524893,776
-1.0247933884297518,-0.4676313785224676,1.4900918318028038,28
-0.2644628099173552,-0.1325209444021325,0.3547607539874334,275
0.5702479338842976,0.4508758568164508,-0.2793620106331562,618
-0.3636363636363635,-0.4676313785224676,0.5848235862735622,45
-0.56198347107438,-0.4676313785224676,0.1155147414209763,24
1.256198347107438,0.7966488956587966,-1.7346544224262932,803
0.0991735537190084,0.0913937547600914,0.2290961817303046,402
-0.6446280991735536,0.2604722010662604,-0.0149830836152731,459
-0.2231404958677685,0.5483625285605483,-0.2044465925567906,375
-0.56198347107438,0.8697638994668697,-0.2682455292411792,692
-0.1983471074380164,-0.3838537699923838,0.4760753987433544,427
0.1900826446280995,0.8012185833968012,0.3122281295311745,648
-0.818181818181818,-0.4676313785224676,1.148380860318995,3
-0.7438016528925617,-0.4676313785224676,0.7810536491058485,18
-0.5206611570247932,-0.2086824067022087,-0.4262928951184147,431
-0.1900826446280989,0.8651942117288652,-0.3634606089898504,695
0.165289256198347,0.8514851485148515,-0.817786370227163,870
0.1900826446280995,0.9261233815689262,-0.567423876268729,957
-0.3223140495867767,0.1066260472201066,0.50120831319478,621
0.3057851239669423,0.6884996191926885,-0.5471242145964235,479
0.4132231404958677,-0.4447829398324447,-0.0700821652972448,294
-0.6528925619834709,-0.4402132520944402,0.8540357660705653,218
0.6611570247933883,0.7600913937547601,-0.5200579990333494,716
-0.4049586776859502,-0.4676313785224676,1.463508941517642,13
0.2479338842975206,-0.0167555217060167,0.0589656839052682,370
0.8099173553719011,0.8164508758568164,-1.1019816336394392,796
-0.6528925619834709,-0.4676313785224676,1.453842435959401,53
-0.3884297520661156,-0.4676313785224676,1.229579507008217,6
-0.6528925619834709,-0.4676313785224676,0.3272112131464477,14
-1.4132231404958675,-0.4676313785224676,0.305461575640406,2
0.1404958677685952,0.0776846915460776,0.071048815853069,672
0.8264462809917354,0.1431835491241432,-0.4262928951184147,684
0.6776859504132233,0.5788271134805788,-0.3291445142580958,488
-0.2892561983471071,-0.1279512566641279,0.4490091831802803,277
0.1735537190082645,0.0959634424980959,-0.6462058965683904,505
-0.2561983471074378,-0.3137852246763138,1.492991783470276,67
0.7768595041322315,0.7265803503427266,-0.5659739004349928,793
0.5123966942148762,0.7555217060167555,-0.4746254229096182,515
-0.0413223140495867,0.1645087585681645,0.4088931851135815,164
0.4214876033057852,-0.4432597105864432,-0.0497825036249396,304
-0.8512396694214874,-0.4676313785224676,0.4432092798453357,13
-0.4297520661157024,-0.4676313785224676,0.9091348477525372,29
-0.1322314049586775,-0.4676313785224676,1.1280811986466892,10
-0.1487603305785121,0.7814166031987814,0.016433059449009,648
-0.3305785123966939,-0.4112718964204113,0.6186563557274048,178
